"Regionale Verteilung der Ärzte in der
vertragsärztlichen Versorgung, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Saar,Raumordnungsregionen,"47,3","15,5","54,9","68,4","24,6","0,9","216,4","51,1","24,4","57,6","40,0","57,8","0,8","4,5","70,0","18,3","60,0","91,7","8,3","0,8","6,0","46,2","10,8","51,1","51,6","38,7","0,9","9,4","14,4","14,4","55,9","58,8","23,5","0,9","18,8","66,7","11,8","54,8","68,1","22,9","0,9","14,5","47,3","18,8","56,3","73,2","26,7","0,9","65,3","32,3","14,5","55,9","72,6","19,4","0,9","6,2","51,2","17,1","54,4","65,9","31,7","0,9","4,1","25,9","13,5","55,4","44,3","38,4","0,9","18,6","50,0","12,0","53,9","67,4","16,3","0,9","9,3","76,9","15,4","51,2","84,6","15,4","0,8","1,3",,,,,,,,"40,2","11,5","55,2","60,9","33,3","0,9","8,8","70,3","17,1","52,6","85,0","9,8","0,7","38,9","39,7","1,7","52,9","46,6","36,2","0,7","5,8","8,3","8,3","53,6","64,6","22,9","0,9","4,8",,,,,,,
1101,Berlin,Raumordnungsregionen,"60,3","15,2","54,9","67,5","29,3","0,8","284,4","43,7","9,8","56,5","53,6","46,4","0,7","5,1","62,3","30,6","61,1","93,3","4,6","0,7","13,7","58,7","15,8","54,7","50,1","47,9","0,9","9,7","22,9","8,1","54,1","57,5","39,9","0,8","18,7","81,3","7,8","53,6","64,9","31,5","0,8","19,8","59,0","16,6","55,7","62,4","37,4","0,9","72,6","45,6","9,6","53,7","72,6","25,3","0,9","7,8","61,4","7,2","52,6","65,0","34,1","0,8","6,2","38,2","9,5","54,4","49,2","48,1","0,7","16,4","69,7","5,0","52,9","61,4","35,1","0,8","11,0","69,6","5,8","53,5","65,2","33,3","0,9","1,9",,,,,,,,"49,8","10,9","54,6","64,4","32,6","0,8","11,1","75,1","21,2","54,7","82,5","10,3","0,7","78,2","50,6","5,4","52,6","21,8","75,5","0,6","7,1","25,7","8,2","53,0","73,2","25,1","0,9","5,1",,,,,,,
1201,Havelland-Fläming,Raumordnungsregionen,"60,9","7,8","53,3","66,7","28,7","0,8","207,6","40,0","4,0","54,4","48,0","48,0","0,8","3,2","63,2","13,2","57,2","95,6","4,4","0,7","8,6","70,8","9,2","51,3","50,8","46,2","0,8","8,2","22,5","8,3","55,3","48,3","35,8","0,8","15,2","80,2","6,6","52,9","57,5","38,7","0,8","13,4","64,5","9,1","53,5","69,6","30,2","0,9","69,8","48,8","2,4","53,2","56,1","36,6","0,9","5,2","69,4","5,6","53,2","69,4","30,6","0,8","4,6","45,0","5,3","53,5","50,4","38,2","0,8","16,6","66,3","3,2","50,7","60,0","32,6","0,8","12,0","75,0","25,0","56,9","75,0","25,0","0,8","1,5",,,,,,,,"40,0","16,4","56,5","67,3","29,1","0,8","7,0","82,3","7,1","51,6","88,2","7,9","0,6","32,2","41,7","0,0","49,8","31,3","52,1","0,7","6,1","12,9","3,2","54,4","77,4","12,9","0,9","3,9",,,,,,,
1202,Lausitz-Spreewald,Raumordnungsregionen,"58,2","11,9","54,4","65,1","31,1","0,9","187,5","50,0","4,2","54,5","70,8","29,2","0,8","4,0","52,9","29,4","58,4","94,1","0,0","0,9","2,8","54,2","14,6","52,1","47,9","52,1","0,9","8,0","18,5","9,8","56,7","44,6","45,7","0,8","15,4","84,9","11,0","55,3","53,4","41,1","0,9","12,2","64,3","16,8","55,2","65,5","34,5","0,9","66,8","58,6","3,4","53,8","62,1","34,5","0,9","4,8","88,9","5,6","52,6","61,1","38,9","0,8","3,0","34,5","4,6","54,7","47,1","37,9","0,8","14,5","76,6","12,8","54,0","66,0","23,4","1,0","7,9","40,0","0,0","60,2","100,0","0,0","1,0","0,8",,,,,,,,"52,3","15,9","56,7","65,9","31,8","0,9","7,4","70,3","6,3","50,3","95,4","2,9","0,7","29,2","47,2","13,9","55,8","36,1","52,8","0,7","6,0","22,2","3,7","55,4","63,0","29,6","0,9","4,5",,,,,,,
1203,Oderland-Spree,Raumordnungsregionen,"57,5","11,8","54,5","65,6","30,3","0,8","189,8","28,6","0,0","59,9","57,1","28,6","0,9","1,6","84,6","23,1","59,3","100,0","0,0","0,8","3,0","71,4","8,6","50,9","45,7","51,4","0,8","8,1","15,2","8,9","55,9","30,4","60,8","0,7","18,4","82,7","17,3","56,1","55,8","40,4","0,9","12,1","63,2","14,3","54,7","76,8","23,2","0,9","65,2","71,4","9,5","54,8","66,7","23,8","1,0","4,9","50,0","12,5","52,1","37,5","62,5","0,8","1,9","32,5","10,0","56,2","48,8","42,5","0,8","18,6","68,4","5,3","53,6","65,8","28,9","0,9","8,8","75,0","0,0","50,8","100,0","0,0","1,0","0,9",,,,,,,,"44,1","14,7","54,4","50,0","44,1","0,8","7,9","82,5","5,8","51,4","90,0","8,3","0,6","27,9","37,0","11,1","57,2","40,7","37,0","0,8","6,3","5,9","35,3","55,7","76,5","17,6","1,0","4,0",,,,,,,
1204,Prignitz-Oberhavel,Raumordnungsregionen,"55,6","11,0","54,4","66,7","26,7","0,8","181,9","27,3","18,2","55,8","72,7","18,2","0,7","2,8","68,2","22,7","56,6","90,9","4,5","0,7","5,7","51,6","12,9","50,4","35,5","64,5","0,7","8,0","24,2","8,1","55,9","37,1","48,4","0,7","16,0","79,5","4,5","52,6","56,8","31,8","0,8","11,4","58,2","15,2","55,9","79,7","19,5","0,9","66,2","62,5","6,3","54,9","68,8","25,0","0,8","4,1","63,6","9,1","51,4","81,8","18,2","1,0","2,8","46,8","6,5","54,5","30,6","37,1","0,8","16,0","60,7","7,1","51,8","57,1","35,7","0,9","7,2","100,0","0,0","54,8","100,0","0,0","0,8","1,3",,,,,,,,"51,9","3,7","52,1","40,7","48,1","0,8","7,0","66,0","8,2","52,1","92,8","5,2","0,6","25,1","52,6","10,5","53,7","36,8","63,2","0,6","4,9","16,7","8,3","56,3","83,3","16,7","0,9","3,1",,,,,,,
1205,Uckermark-Barnim,Raumordnungsregionen,"56,0","9,7","54,1","68,7","25,2","0,8","185,6","75,0","0,0","57,4","50,0","12,5","1,0","2,7","50,0","25,0","58,6","100,0","0,0","0,8","2,7","73,9","4,3","50,7","56,5","43,5","0,8","7,6","17,1","14,3","57,8","51,4","31,4","0,9","11,6","70,6","14,7","54,5","58,8","29,4","0,9","11,3","61,3","10,5","54,9","82,2","17,8","1,0","63,4","45,5","0,0","53,7","81,8","18,2","1,0","3,7","77,8","0,0","51,9","44,4","55,6","0,9","3,0","36,2","10,1","53,6","34,8","53,6","0,8","22,9","69,2","7,7","52,6","50,0","38,5","0,9","8,6","66,7","0,0","58,7","100,0","0,0","1,0","1,0",,,,,,,,"51,9","11,1","55,6","59,3","25,9","0,8","9,0","65,9","9,4","51,6","96,5","2,4","0,6","28,2","61,1","5,6","51,3","22,2","50,0","0,7","6,0","8,3","0,0","57,2","75,0","25,0","0,8","4,0",,,,,,,
1301,Mecklenburgische Seenplatte,Raumordnungsregionen,"53,8","6,5","54,1","73,0","17,7","0,9","201,9","22,2","0,0","55,6","77,8","11,1","0,8","3,5","90,9","9,1","55,8","90,9","9,1","0,8","4,2","56,0","16,0","54,3","80,0","16,0","0,9","9,6","10,4","0,0","55,9","62,5","14,6","0,9","18,4","75,7","0,0","53,1","64,9","8,1","0,9","14,2","61,0","7,2","54,6","81,0","19,0","0,9","74,8","41,2","0,0","54,8","64,7","17,6","0,8","6,5","100,0","0,0","60,0","100,0","0,0","1,0","1,5","32,7","8,2","55,4","44,9","28,6","0,8","18,8","85,0","5,0","49,5","65,0","25,0","0,9","7,7","66,7","33,3","57,7","66,7","33,3","0,8","1,2",,,,,,,,"21,1","21,1","57,4","78,9","10,5","0,8","7,3","71,4","7,1","50,2","94,6","5,4","0,8","21,5","52,4","0,0","52,9","28,6","47,6","0,9","8,1","33,3","8,3","50,8","75,0","16,7","0,9","4,6",,,,,,,
1302,Mittleres Mecklenburg/Rostock,Raumordnungsregionen,"58,4","8,6","52,2","67,7","27,6","0,8","234,5","39,1","4,3","56,8","56,5","34,8","0,8","5,4","77,8","11,1","57,8","92,6","7,4","0,7","6,4","64,1","10,3","51,6","53,8","43,6","0,9","9,2","17,3","6,2","53,9","64,2","23,5","0,8","19,1","82,5","9,5","50,1","65,1","33,3","0,9","14,9","60,9","10,1","51,7","69,3","30,7","0,9","79,2","68,8","9,4","53,3","75,0","18,8","0,9","7,6","87,0","8,7","51,4","69,6","30,4","0,8","5,4","27,2","4,9","54,0","51,9","35,8","0,8","19,1","77,8","3,7","50,1","64,8","25,9","0,9","12,8","14,3","14,3","53,3","42,9","57,1","0,8","1,7",,,,,,,,"48,8","7,3","53,8","58,5","26,8","0,9","9,7","75,9","9,9","51,1","85,1","13,5","0,7","33,3","48,0","8,0","51,2","28,0","48,0","0,8","5,9","40,0","5,0","52,3","85,0","10,0","0,9","4,7",,,,,,,
1303,Vorpommern,Raumordnungsregionen,"54,3","6,7","53,1","72,8","22,1","0,8","199,5","23,5","5,9","55,0","58,8","29,4","0,7","3,7","68,4","21,1","57,5","84,2","15,8","0,8","4,1","52,5","2,5","52,3","75,0","20,0","0,8","8,7","23,1","10,8","54,7","63,1","32,3","0,8","14,1","71,6","3,0","51,8","67,2","22,4","0,8","14,5","57,0","7,7","53,4","79,9","20,1","0,9","75,5","57,1","0,0","53,3","78,6","7,1","0,9","6,1","66,7","11,1","56,6","83,3","5,6","1,0","3,9","34,3","7,1","55,1","50,0","42,9","0,9","15,1","66,7","5,6","51,0","46,3","29,6","0,8","11,7","80,0","20,0","57,0","100,0","0,0","1,0","1,1",,,,,,,,"31,4","5,7","53,2","60,0","31,4","0,8","7,6","76,1","4,4","50,2","92,9","7,1","0,7","24,4","39,1","4,3","51,8","26,1","56,5","0,5","5,0","15,8","5,3","54,1","84,2","5,3","0,9","4,1",,,,,,,
1304,Westmecklenburg,Raumordnungsregionen,"54,2","7,3","53,7","68,8","25,4","0,9","190,6","21,4","0,0","54,5","57,1","35,7","0,9","3,0","76,2","4,8","54,7","100,0","0,0","0,6","4,5","71,0","6,5","55,3","74,2","25,8","0,9","6,7","13,2","11,8","57,3","60,5","26,3","0,9","16,3","72,1","8,2","55,3","65,6","24,6","0,9","13,1","56,9","7,8","52,5","75,1","24,9","0,9","71,8","59,1","4,5","53,0","81,8","9,1","0,9","4,7","56,3","25,0","56,7","87,5","0,0","1,0","3,4","43,7","0,0","54,3","43,7","40,8","0,8","15,3","63,6","6,8","53,0","47,7","29,5","0,8","9,5","66,7","0,0","50,7","100,0","0,0","1,0","0,6",,,,,,,,"42,5","5,0","55,8","65,0","27,5","0,9","8,6","74,3","6,2","51,5","81,4","18,6","0,7","24,3","40,9","9,1","54,4","22,7","54,5","0,7","4,7","15,8","15,8","56,1","57,9","31,6","0,9","4,1",,,,,,,
1401,Oberes Elbtal/Osterzgebirge,Raumordnungsregionen,"61,1","5,5","52,0","67,0","25,8","0,9","236,5","55,6","4,4","55,3","57,8","28,9","0,8","4,3","68,9","8,1","56,8","93,2","4,1","0,7","7,1","63,5","5,8","50,8","58,7","36,5","0,9","10,0","23,0","4,5","54,2","46,0","33,0","0,8","19,2","81,4","2,4","51,8","66,5","22,8","0,9","16,1","61,0","5,0","51,6","76,8","22,9","0,9","69,8","50,7","4,5","50,4","64,2","26,9","0,9","6,4","70,7","3,4","51,2","62,1","31,0","0,9","5,6","37,2","8,2","54,0","41,1","39,1","0,8","19,9","75,6","4,7","51,3","66,9","22,8","0,9","12,2","64,7","5,9","53,2","64,7","11,8","0,9","1,6",,,,,,,,"61,2","10,7","52,2","61,2","31,1","0,9","9,9","83,2","4,5","50,3","80,7","16,6","0,7","42,9","38,6","11,4","52,6","27,1","61,4","0,7","6,7","33,3","6,3","51,5","62,5","29,2","0,9","4,6",,,,,,,
1402,Oberlausitz-Niederschlesien,Raumordnungsregionen,"55,5","8,6","53,4","68,1","25,2","0,9","186,7","28,6","14,3","56,2","47,6","38,1","0,8","3,8","60,0","10,0","58,0","100,0","0,0","0,8","1,8","54,2","6,3","49,4","45,8","50,0","0,8","8,6","15,8","6,9","54,6","36,6","48,5","0,7","18,1","67,5","9,1","54,1","67,5","22,1","0,9","13,8","62,0","10,2","53,9","83,4","16,6","1,0","66,9","53,6","10,7","53,8","57,1","35,7","0,9","5,0","72,2","11,1","54,7","61,1","33,3","0,9","3,2","18,8","11,3","55,7","45,0","36,3","0,8","14,3","83,3","5,0","50,3","51,7","30,0","0,8","10,7","100,0","0,0","48,0","100,0","0,0","1,0","0,7",,,,,,,,"48,8","9,8","56,6","61,0","24,4","0,9","7,3","80,7","4,3","49,1","84,3","13,6","0,7","25,0","52,6","5,3","54,7","42,1","52,6","0,9","3,4","4,3","13,0","58,3","82,6","4,3","1,0","4,1",,,,,,,
1403,Südsachsen,Raumordnungsregionen,"55,6","9,6","53,3","63,8","30,4","0,9","188,6","40,7","5,1","56,0","40,7","52,5","0,9","4,1","82,6","13,0","58,3","91,3","0,0","0,8","1,6","60,8","8,8","51,7","58,8","36,3","0,9","7,1","20,0","7,1","54,3","33,9","54,2","0,7","20,4","73,6","8,3","54,3","56,9","31,5","0,9","14,9","59,6","14,2","54,7","79,0","20,8","1,0","59,0","56,3","9,2","51,6","44,8","50,6","0,9","6,0","71,0","8,1","53,5","61,3","33,9","0,9","4,3","30,6","10,5","54,9","38,9","43,2","0,8","15,8","69,6","9,4","52,8","55,1","29,0","0,9","9,6","66,7","0,0","50,6","88,9","11,1","0,9","0,6",,,,,,,,"50,0","11,1","53,5","55,6","38,9","0,9","7,5","78,4","4,7","48,5","90,2","9,8","0,8","28,2","37,1","2,9","53,0","34,3","55,7","0,7","4,8","30,3","6,1","53,3","53,0","43,9","0,9","4,6",,,,,,,
1404,Westsachsen,Raumordnungsregionen,"62,8","8,4","51,9","64,6","28,9","0,9","237,4","50,0","4,5","55,8","50,0","40,9","0,8","4,2","65,7","9,0","55,0","98,5","1,5","0,8","6,5","68,0","8,2","50,1","53,6","39,2","0,9","9,3","29,6","10,3","53,8","48,3","43,3","0,7","19,6","82,3","10,5","52,7","51,4","35,4","0,9","17,4","65,0","8,9","51,3","71,1","28,9","0,9","74,0","63,0","6,8","51,0","58,9","32,9","0,9","7,0","73,8","9,2","52,0","66,2","24,6","0,9","6,3","40,3","8,1","53,2","43,0","34,4","0,9","17,9","72,7","4,9","49,5","52,4","31,5","0,9","13,8","71,4","0,0","54,3","92,9","7,1","1,0","1,3",,,,,,,,"59,6","6,1","52,5","57,6","36,4","0,8","9,5","80,1","8,7","51,6","86,2","12,0","0,8","37,7","52,7","4,1","51,2","37,8","41,9","0,7","7,1","23,7","13,6","53,0","64,4","27,1","0,8","5,7",,,,,,,
1501,Altmark,Raumordnungsregionen,"56,9","8,1","53,6","63,2","28,1","0,8","169,0","57,1","0,0","51,3","42,9","57,1","0,8","3,5","100,0","25,0","60,8","75,0","25,0","0,7","2,0","55,6","11,1","59,2","66,7","33,3","0,9","4,6","18,5","11,1","55,8","33,3","51,9","0,7","13,7","64,0","8,0","54,7","56,0","12,0","1,0","12,6","63,2","7,7","53,9","77,8","22,2","1,0","59,2","40,0","0,0","54,4","100,0","0,0","1,0","2,5","50,0","50,0","54,0","50,0","50,0","0,9","1,0","25,0","8,3","54,7","33,3","38,9","0,8","18,2","71,4","7,1","51,4","42,9","42,9","0,9","7,1","100,0","0,0","61,5","50,0","50,0","0,6","1,0",,,,,,,,"50,0","18,8","56,4","25,0","56,3","0,8","8,1","87,0","5,6","48,5","96,3","3,7","0,6","27,3","11,1","0,0","55,4","0,0","77,8","0,6","4,6","28,6","0,0","51,9","57,1","42,9","0,8","3,5",,,,,,,
1502,Anhalt-Bitterfeld-Wittenberg,Raumordnungsregionen,"54,6","9,9","53,6","70,7","23,8","0,9","187,5","46,7","0,0","54,9","46,7","46,7","0,6","4,1","0,0","0,0","52,0","100,0","0,0","1,0","0,3","44,1","11,8","51,3","47,1","50,0","0,9","9,2","14,9","1,5","54,9","46,3","38,8","0,7","18,1","75,5","8,2","53,8","65,3","28,6","0,9","13,2","62,0","13,7","54,4","82,5","17,5","1,0","63,2","31,8","13,6","56,3","77,3","22,7","0,9","5,9","61,5","0,0","55,5","53,8","38,5","1,0","3,5","43,1","15,4","56,8","56,9","24,6","0,9","17,6","74,2","9,7","53,9","54,8","32,3","0,8","8,4","50,0","0,0","42,8","0,0","100,0","0,9","1,1",,,,,,,,"36,0","12,0","54,7","68,0","28,0","0,9","6,8","76,0","8,0","48,8","98,0","1,0","0,7","27,0","50,0","0,0","50,5","50,0","42,9","0,8","3,8","25,0","5,0","54,0","55,0","30,0","0,9","5,4",,,,,,,
1503,Halle/S.,Raumordnungsregionen,"60,9","7,4","52,4","66,5","28,9","0,9","206,5","47,1","5,9","55,1","58,8","35,3","0,8","4,6","69,2","7,7","54,7","80,8","19,2","0,8","3,5","74,3","10,0","48,1","44,3","54,3","0,9","9,4","25,4","7,1","53,4","42,9","50,8","0,7","16,9","77,9","6,7","54,2","66,3","21,2","0,9","14,0","64,3","8,6","52,4","74,9","24,6","0,9","68,9","62,5","4,2","54,3","72,9","20,8","0,9","6,4","70,7","12,2","55,2","70,7","29,3","1,0","5,5","42,3","6,9","54,9","58,5","32,3","0,9","17,5","75,3","7,1","51,0","44,7","41,2","0,8","11,4","88,9","11,1","52,1","55,6","44,4","0,9","1,2",,,,,,,,"56,3","4,7","53,5","71,9","20,3","0,9","8,6","77,7","7,3","49,5","82,3","16,8","0,7","29,5","29,4","0,0","53,2","29,4","58,8","0,8","4,6","14,7","2,9","53,2","70,6","14,7","0,9","4,6",,,,,,,
1504,Magdeburg,Raumordnungsregionen,"59,3","9,3","52,8","65,4","30,5","0,9","192,2","45,5","3,0","55,5","63,6","33,3","0,9","3,6","61,1","11,1","59,9","94,4","5,6","0,9","2,0","68,1","4,2","49,0","50,0","48,6","0,9","7,9","22,8","11,4","53,8","30,5","62,3","0,6","18,3","83,5","11,3","54,2","67,8","22,6","0,9","12,6","64,7","11,0","53,1","73,8","25,9","1,0","68,7","51,0","8,2","54,5","79,6","16,3","0,9","5,4","63,9","5,6","51,4","58,3","41,7","0,8","4,0","46,7","5,3","54,1","48,7","39,3","0,8","16,5","72,0","2,7","51,2","50,7","38,7","0,9","8,2","75,0","12,5","50,4","87,5","12,5","0,9","0,9",,,,,,,,"55,3","17,1","54,4","47,4","38,2","0,8","8,3","75,3","8,4","49,9","94,1","5,4","0,8","26,2","41,3","4,3","54,3","37,0","58,7","0,7","5,1","12,5","10,0","52,4","57,5","35,0","0,9","4,4",,,,,,,
1601,Mittelthüringen,Raumordnungsregionen,"61,6","7,3","51,9","63,0","29,8","0,9","207,1","37,0","0,0","54,6","33,3","44,4","0,9","4,0","60,0","8,6","54,9","80,0","17,1","0,8","5,2","62,7","2,0","48,8","64,7","33,3","0,9","7,6","22,8","1,6","52,9","34,1","44,7","0,7","18,3","78,1","7,6","51,0","47,6","39,0","0,9","15,6","66,1","10,2","52,2","68,8","31,0","0,9","71,4","61,5","5,1","51,3","64,1","28,2","0,8","5,8","69,0","6,9","52,7","75,9","17,2","1,0","4,3","44,3","8,5","54,2","53,8","31,1","0,9","15,7","77,1","3,6","50,5","57,8","27,7","0,9","12,3","75,0","0,0","53,1","62,5","37,5","1,0","1,2",,,,,,,,"50,9","14,5","53,5","49,1","43,6","0,8","8,2","81,4","6,4","50,3","92,6","5,3","0,8","27,9","62,1","3,4","49,9","27,6","62,1","0,7","4,3","24,3","5,4","52,6","54,1","24,3","0,9","5,5",,,,,,,
1602,Nordthüringen,Raumordnungsregionen,"55,4","9,4","53,3","67,1","28,8","0,9","181,8","17,6","5,9","53,8","52,9","29,4","0,8","4,7","40,0","20,0","58,6","80,0","20,0","0,8","1,4","52,2","13,0","54,4","69,6","26,1","1,0","6,3","22,4","13,2","55,5","34,2","53,9","0,7","20,8","70,5","15,9","53,5","50,0","38,6","0,9","12,1","63,4","8,9","54,1","82,1","17,9","1,0","67,5","50,0","6,3","56,3","50,0","43,8","0,9","4,4","55,6","0,0","48,8","88,9","11,1","1,0","2,5","30,8","12,8","56,5","46,2","48,7","0,8","10,7","80,0","5,7","47,4","60,0","37,1","0,8","9,6","50,0","0,0","41,5","50,0","50,0","1,0","0,5",,,,,,,,"39,1","8,7","54,6","65,2","26,1","0,9","6,3","78,3","6,0","49,1","100,0","0,0","0,8","22,8","40,7","3,7","53,9","22,2","66,7","0,6","7,4","38,9","11,1","50,9","33,3","66,7","0,7","4,9",,,,,,,
1603,Ostthüringen,Raumordnungsregionen,"59,4","9,3","53,2","62,9","32,1","0,9","204,6","27,3","12,1","56,9","54,5","33,3","0,8","4,9","55,2","3,4","56,2","86,2","13,8","0,8","4,3","59,0","4,9","52,2","62,3","31,1","0,9","9,1","26,9","5,4","54,0","37,7","53,1","0,7","19,5","75,3","9,0","53,3","65,2","25,8","0,9","13,3","60,9","9,6","53,1","70,9","29,1","0,9","67,4","58,3","11,1","54,2","52,8","41,7","0,9","5,4","83,8","13,5","55,4","45,9","51,4","0,9","5,5","43,3","15,5","55,9","49,5","42,3","0,9","14,5","75,3","4,1","49,6","56,2","39,7","0,8","10,9","100,0","12,5","56,4","50,0","50,0","0,9","1,2",,,,,,,,"55,4","7,7","52,1","30,8","50,8","0,8","9,7","78,3","12,2","51,8","91,5","6,3","0,8","28,3","61,8","5,9","52,9","47,1","29,4","0,9","5,1","34,3","8,6","51,8","40,0","51,4","0,8","5,2",,,,,,,
1604,Südthüringen,Raumordnungsregionen,"53,6","9,2","53,6","58,5","36,5","0,9","176,7","31,6","26,3","60,3","42,1","47,4","0,8","4,3","85,7","14,3","58,8","100,0","0,0","1,0","3,1","63,3","10,0","54,8","46,7","46,7","0,9","6,7","7,1","5,7","53,7","28,6","58,6","0,7","15,7","65,5","5,2","54,2","34,5","55,2","0,8","13,0","57,5","12,5","54,0","74,2","25,8","1,0","64,5","50,0","0,0","52,1","22,7","63,6","0,9","4,9","80,0","6,7","53,3","60,0","40,0","0,8","3,4","38,0","8,5","55,6","33,8","52,1","0,8","16,0","75,0","2,8","49,6","52,8","41,7","0,9","8,1","50,0","0,0","56,0","100,0","0,0","0,8","0,4",,,,,,,,"48,6","5,7","53,9","34,3","57,1","0,7","7,9","79,1","8,8","50,5","98,9","1,1","0,8","20,5","38,9","0,0","50,2","22,2","66,7","0,7","4,0","11,1","5,6","50,5","33,3","66,7","0,8","4,0",,,,,,,
1001,"Flensburg, Stadt",Kreise,"51,2","10,3","53,9","69,0","25,4","0,9","240,6",,,,,,,,"70,0","20,0","61,4","100,0","0,0","0,8","11,3","58,3","16,7","53,4","33,3","66,7","0,8","13,6","13,0","13,0","56,2","60,9","8,7","1,0","26,0","75,0","0,0","50,8","46,4","50,0","0,8","31,6","51,4","7,1","53,6","68,6","31,4","0,9","79,1","12,5","12,5","50,6","75,0","25,0","0,9","9,0","50,0","16,7","58,3","83,3","0,0","1,0","6,8",,,,,,,,"50,0","8,3","51,8","66,7","33,3","0,9","13,6",,,,,,,,,,,,,,,"36,4","18,2","56,5","90,9","0,0","0,9","12,4","80,8","19,2","52,5","92,3","3,8","0,6","29,4",,,,,,,,"0,0","0,0","58,0","71,4","14,3","0,9","7,9",,,,,,,
1002,"Kiel, Stadt",Kreise,"55,7","9,4","53,5","68,4","28,0","0,8","286,8",,,,,,,,"78,4","18,9","60,5","97,3","2,7","0,7","14,9","51,2","4,9","48,0","31,7","68,3","0,7","16,5","16,9","2,2","52,4","55,1","33,7","0,7","35,9","83,3","6,7","52,2","58,3","38,3","0,8","24,2","54,1","8,2","53,4","68,9","30,6","0,9","73,8","30,4","8,7","56,7","78,3","17,4","0,8","9,3","60,6","15,2","52,8","48,5","45,5","0,7","13,3",,,,,,,,"59,0","7,7","53,4","61,5","28,2","0,7","15,7",,,,,,,,,,,,,,,"53,1","9,4","53,9","62,5","37,5","0,8","12,9","72,6","14,6","54,2","85,4","10,8","0,6","63,3",,,,,,,,"5,9","5,9","54,1","88,2","11,8","0,9","6,9",,,,,,,
1003,"Lübeck, Stadt",Kreise,"53,5","9,8","54,7","81,5","16,6","0,8","259,3",,,,,,,,"77,4","25,8","61,3","90,3","9,7","0,6","14,3","46,4","3,6","50,5","39,3","60,7","0,8","12,9","15,9","11,4","55,0","84,1","15,9","0,9","20,3","65,2","6,5","54,5","73,9","19,6","0,8","21,3","55,0","5,9","53,7","81,7","17,8","0,9","78,1","29,4","5,9","55,2","64,7","23,5","0,9","7,9","52,6","0,0","54,6","89,5","10,5","0,9","8,8",,,,,,,,"57,1","3,6","52,4","75,0","25,0","0,7","12,9",,,,,,,,,,,,,,,"41,7","11,1","54,9","75,0","19,4","0,8","16,6","64,1","15,3","55,6","94,7","3,1","0,7","60,6",,,,,,,,"25,0","16,7","56,6","75,0","25,0","0,9","5,5",,,,,,,
1004,"Neumünster, Stadt",Kreise,"47,3","9,6","53,2","68,5","28,8","0,8","184,0",,,,,,,,"50,0","100,0","66,0","100,0","0,0","0,5","2,5","33,3","22,2","55,7","22,2","77,8","0,6","11,3","11,1","0,0","51,9","38,9","55,6","0,6","22,7","61,5","7,7","54,8","61,5","30,8","1,0","16,4","40,8","14,3","54,3","83,7","16,3","1,0","61,8","50,0","0,0","54,8","83,3","16,7","0,9","7,6","57,1","0,0","47,0","0,0","100,0","0,7","8,8",,,,,,,,"37,5","0,0","50,4","87,5","12,5","1,0","10,1",,,,,,,,,,,,,,,"62,5","12,5","52,9","62,5","25,0","0,9","10,1","81,8","4,5","52,2","90,9","4,5","0,7","27,7",,,,,,,,"50,0","0,0","48,8","75,0","25,0","0,8","5,0",,,,,,,
1051,Dithmarschen,Kreise,"45,4","16,5","55,3","65,6","28,9","0,8","163,4",,,,,,,,"57,1","28,6","64,1","100,0","0,0","0,7","5,2","63,6","9,1","47,4","18,2","81,8","0,7","8,2","14,8","3,7","54,1","29,6","40,7","0,7","20,2","68,8","12,5","54,9","43,8","50,0","0,8","12,0","43,2","23,9","56,3","71,6","28,4","1,0","65,9","0,0","20,0","63,6","100,0","0,0","1,0","3,7","25,0","0,0","52,3","100,0","0,0","1,0","3,0",,,,,,,,"63,6","0,0","50,5","36,4","54,5","0,9","8,2",,,,,,,,,,,,,,,"30,0","10,0","57,2","40,0","40,0","0,7","7,5","68,6","20,0","54,5","100,0","0,0","0,6","26,2",,,,,,,,"0,0","0,0","59,5","100,0","0,0","1,0","3,0",,,,,,,
1053,Herzogtum Lauenburg,Kreise,"56,8","12,5","54,3","67,9","29,3","0,8","146,4",,,,,,,,"63,6","27,3","59,4","100,0","0,0","0,6","5,6","83,3","8,3","52,6","25,0","75,0","0,8","6,1","11,1","11,1","58,3","72,2","22,2","0,8","9,2","76,2","0,0","51,6","71,4","19,0","0,9","10,7","55,9","14,7","54,9","61,0","37,5","0,9","69,4","42,9","14,3","54,3","85,7","14,3","0,9","3,6","71,4","14,3","56,7","71,4","28,6","0,9","3,6",,,,,,,,"66,7","5,6","51,4","44,4","44,4","0,8","9,2",,,,,,,,,,,,,,,"54,5","0,0","52,9","72,7","18,2","0,9","5,6","61,0","17,1","53,1","95,1","4,9","0,6","20,9",,,,,,,,"20,0","0,0","49,2","80,0","20,0","0,9","2,6",,,,,,,
